record_id,study_id,title_abstract_decision,full_text_decision,primary_reason,retrieval_status,decision_basis,evidence_url,reviewer,checked_at,notes
R0127,,include,uncertain,full_text_not_retrieved,not_retrieved,title_abstract_only,https://pubmed.ncbi.nlm.nih.gov/40355693/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0128,S-10.3389/fmed.2022.851690,include,include,included,retrieved_pmc,title_abstract_and_pmc_full_text,https://pmc.ncbi.nlm.nih.gov/articles/PMC8968070/,single-pass AI-assisted review; author sign-off pending,2026-09-12,potentially_eligible_primary_human_study
R0129,,exclude,not_assessed,non_human_population,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/38428929/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0130,,exclude,not_assessed,non_human_population,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/37674052/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0131,S-10.1097/j.pain.0000000000002900,include,include,included,retrieved_pmc,title_abstract_and_pmc_full_text,https://pmc.ncbi.nlm.nih.gov/articles/PMC10436358/,single-pass AI-assisted review; author sign-off pending,2026-09-12,potentially_eligible_primary_human_study
R0132,S-10.1109/fg.2018.00044,include,include,included,checked_curated_source,curated_evidence_map_and_available_report,https://doi.org/10.1109/fg.2018.00044,single-pass AI-assisted review; author sign-off pending,2026-09-12,previously_curated_eligible_primary_study
R0133,,include,uncertain,full_text_not_retrieved,not_retrieved,title_abstract_only,https://pubmed.ncbi.nlm.nih.gov/28207407/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0134,,include,uncertain,full_text_not_retrieved,not_retrieved,title_abstract_only,https://pubmed.ncbi.nlm.nih.gov/37399159/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0135,,exclude,not_assessed,design_and_requirements_study_without_model_evaluation,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/40554083/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0136,,include,uncertain,full_text_not_retrieved,not_retrieved,title_abstract_only,https://pubmed.ncbi.nlm.nih.gov/33127478/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0137,S-10.3389/fneur.2023.1195923,include,include,included,retrieved_pmc,title_abstract_and_pmc_full_text,https://pmc.ncbi.nlm.nih.gov/articles/PMC10273207/,single-pass AI-assisted review; author sign-off pending,2026-09-12,potentially_eligible_primary_human_study
R0138,S-10.1371/journal.pone.0235545,include,include,included,retrieved_pmc,title_abstract_and_pmc_full_text,https://pmc.ncbi.nlm.nih.gov/articles/PMC7347182/,single-pass AI-assisted review; author sign-off pending,2026-09-12,potentially_eligible_primary_human_study
R0139,,include,uncertain,full_text_not_retrieved,not_retrieved,title_abstract_only,https://pubmed.ncbi.nlm.nih.gov/39356566/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0140,,exclude,not_assessed,trial_methodology_without_pain_state_signal_model,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/40580152/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0141,,exclude,not_assessed,scs_referral_triage_without_observed_treatment_response_or_signal,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/39833558/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0142,,exclude,not_assessed,non_human_population,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/33266297/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0143,,include,uncertain,full_text_not_retrieved,not_retrieved,title_abstract_only,https://pubmed.ncbi.nlm.nih.gov/37665749/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0144,,exclude,not_assessed,nonhuman_instrumentation_study,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/42365063/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0145,,include,uncertain,full_text_not_retrieved,not_retrieved,title_abstract_only,https://pubmed.ncbi.nlm.nih.gov/39371148/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0146,S-10.1227/neu.0000000000001855,include,include,included,checked_curated_source,curated_evidence_map_and_available_report,https://doi.org/10.1227/neu.0000000000001855,single-pass AI-assisted review; author sign-off pending,2026-09-12,previously_curated_eligible_primary_study
R0147,,exclude,not_assessed,secondary_review_commentary_or_guidance,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/37691581/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0148,,exclude,not_assessed,no_pain_related_target,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/41336249/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0149,,exclude,not_assessed,secondary_review_commentary_or_guidance,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/41595284/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0150,,exclude,not_assessed,synthetic_computational_model_without_human_data,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/41926484/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0151,,include,uncertain,full_text_not_retrieved,not_retrieved,title_abstract_only,https://pubmed.ncbi.nlm.nih.gov/40024188/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0152,,exclude,not_assessed,no_pain_related_target,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/39557021/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0153,S-10.7717/peerj-cs.3158,include,include,included,retrieved_pmc,title_abstract_and_pmc_full_text,https://pmc.ncbi.nlm.nih.gov/articles/PMC12453799/,single-pass AI-assisted review; author sign-off pending,2026-09-12,potentially_eligible_primary_human_study
R0154,,include,uncertain,full_text_not_retrieved,not_retrieved,title_abstract_only,https://pubmed.ncbi.nlm.nih.gov/34998276/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0155,S-10.1136/rapm-2023-104639,include,include,included,retrieved_pmc,title_abstract_and_pmc_full_text,https://pmc.ncbi.nlm.nih.gov/articles/PMC11041592/,single-pass AI-assisted review; author sign-off pending,2026-09-12,potentially_eligible_primary_human_study
R0156,,exclude,not_assessed,no_pain_related_target,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/26095007/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0157,,exclude,not_assessed,device_outcome_study_without_signal_pattern_model,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/36608962/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0158,S-10.1093/pm/pnaf058,include,include,included,retrieved_pmc,title_abstract_and_pmc_full_text,https://pmc.ncbi.nlm.nih.gov/articles/PMC12585107/,single-pass AI-assisted review; author sign-off pending,2026-09-12,potentially_eligible_primary_human_study
R0159,S-10.1111/papr.13008,include,include,included,retrieved_pmc,title_abstract_and_pmc_full_text,https://pmc.ncbi.nlm.nih.gov/articles/PMC8359972/,single-pass AI-assisted review; author sign-off pending,2026-09-12,potentially_eligible_primary_human_study
R0160,S-10.1097/brs.0000000000005445,include,include,included,retrieved_pmc,title_abstract_and_pmc_full_text,https://pmc.ncbi.nlm.nih.gov/articles/PMC12594148/,single-pass AI-assisted review; author sign-off pending,2026-09-12,potentially_eligible_primary_human_study
R0161,S-10.1136/rapm-2023-104751,include,include,included,retrieved_pmc,title_abstract_and_pmc_full_text,https://pmc.ncbi.nlm.nih.gov/articles/PMC11103285/,single-pass AI-assisted review; author sign-off pending,2026-09-12,potentially_eligible_primary_human_study
R0162,S-10.1016/j.neuroimage.2026.122002,include,include,included,retrieved_pmc,title_abstract_and_pmc_full_text,https://pmc.ncbi.nlm.nih.gov/articles/PMC13276974/,single-pass AI-assisted review; author sign-off pending,2026-09-12,potentially_eligible_primary_human_study
R0163,,exclude,not_assessed,non_human_population,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/34086704/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0164,,include,uncertain,full_text_not_retrieved,not_retrieved,title_abstract_only,https://pubmed.ncbi.nlm.nih.gov/28922517/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0165,,exclude,not_assessed,secondary_review_commentary_or_guidance,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/39610577/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0166,,exclude,not_assessed,no_pain_related_target,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/41866084/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0167,,include,uncertain,full_text_not_retrieved,not_retrieved,title_abstract_only,https://pubmed.ncbi.nlm.nih.gov/31876094/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0168,,exclude,not_assessed,secondary_review_commentary_or_guidance,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/42149411/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0169,,exclude,not_assessed,secondary_review_commentary_or_guidance,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/23707278/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0170,,exclude,not_assessed,secondary_review_commentary_or_guidance,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/41069191/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0171,,exclude,not_assessed,secondary_psychophysiology_overview,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/41793211/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0172,,exclude,not_assessed,secondary_review_commentary_or_guidance,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/32434351/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0173,S-10.2147/jpr.s491574,include,include,included,retrieved_pmc,title_abstract_and_pmc_full_text,https://pmc.ncbi.nlm.nih.gov/articles/PMC11559421/,single-pass AI-assisted review; author sign-off pending,2026-09-12,potentially_eligible_primary_human_study
R0174,S-10.1038/s41598-025-04552-w,include,include,included,retrieved_pmc,title_abstract_and_pmc_full_text,https://pmc.ncbi.nlm.nih.gov/articles/PMC12134349/,single-pass AI-assisted review; author sign-off pending,2026-09-12,potentially_eligible_primary_human_study
R0175,,include,uncertain,full_text_not_retrieved,not_retrieved,title_abstract_only,https://doi.org/10.1088/1741-2552/ad7f8b,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0176,,exclude,not_assessed,triage_questionnaire_not_pain_state_signal_model,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/41248315/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0177,S-10.1093/ageing/afaf027,include,include,included,retrieved_pmc,title_abstract_and_pmc_full_text,https://pmc.ncbi.nlm.nih.gov/articles/PMC11836425/,single-pass AI-assisted review; author sign-off pending,2026-09-12,potentially_eligible_primary_human_study
R0178,S-10.1088/1741-2552/aceca4,include,include,included,checked_curated_source,curated_evidence_map_and_available_report,https://doi.org/10.1088/1741-2552/aceca4,single-pass AI-assisted review; author sign-off pending,2026-09-12,previously_curated_eligible_primary_study
R0179,,include,uncertain,full_text_not_retrieved,not_retrieved,title_abstract_only,https://doi.org/10.1111/ner.12968,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0180,,exclude,not_assessed,synthetic_computational_model_without_human_data,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/31215720/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0181,S-10.3390/s23083980,include,include,included,retrieved_pmc,title_abstract_and_pmc_full_text,https://pmc.ncbi.nlm.nih.gov/articles/PMC10143826/,single-pass AI-assisted review; author sign-off pending,2026-09-12,potentially_eligible_primary_human_study
R0182,S-10.3389/fnins.2022.831627,include,include,included,retrieved_pmc,title_abstract_and_pmc_full_text,https://pmc.ncbi.nlm.nih.gov/articles/PMC8874020/,single-pass AI-assisted review; author sign-off pending,2026-09-12,potentially_eligible_primary_human_study
R0183,,exclude,not_assessed,secondary_review_commentary_or_guidance,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/40457422/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0184,S-10.1088/2057-1976/ae34b4,include,include,included,checked_curated_source,curated_evidence_map_and_available_report,https://doi.org/10.1088/2057-1976/ae34b4,single-pass AI-assisted review; author sign-off pending,2026-09-12,previously_curated_eligible_primary_study
R0185,S-10.3390/s23041959,include,include,included,retrieved_pmc,title_abstract_and_pmc_full_text,https://pmc.ncbi.nlm.nih.gov/articles/PMC9960387/,single-pass AI-assisted review; author sign-off pending,2026-09-12,potentially_eligible_primary_human_study
R0186,,exclude,not_assessed,non_human_population,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/37268666/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0187,S-10.1371/journal.pone.0254108,include,include,included,retrieved_pmc,pmc_full_text_and_curated_evidence_map,https://pmc.ncbi.nlm.nih.gov/articles/PMC8270203/,single-pass AI-assisted review; author sign-off pending,2026-09-12,previously_curated_eligible_primary_study
R0188,S-10.3390/s19204503,include,include,included,retrieved_pmc,title_abstract_and_pmc_full_text,https://pmc.ncbi.nlm.nih.gov/articles/PMC6833075/,single-pass AI-assisted review; author sign-off pending,2026-09-12,potentially_eligible_primary_human_study
R0189,S-10.1016/j.jpain.2026.106416,include,include,included,checked_curated_source,curated_evidence_map_and_available_report,https://doi.org/10.1016/j.jpain.2026.106416,single-pass AI-assisted review; author sign-off pending,2026-09-12,previously_curated_eligible_primary_study
R0190,,exclude,not_assessed,secondary_perspective,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/37331703/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0191,S-10.3389/fpain.2022.827551,include,include,included,retrieved_pmc,title_abstract_and_pmc_full_text,https://pmc.ncbi.nlm.nih.gov/articles/PMC8915628/,single-pass AI-assisted review; author sign-off pending,2026-09-12,potentially_eligible_primary_human_study
R0192,,exclude,not_assessed,emotion_mapping_without_pain_target,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/42023252/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0193,,include,uncertain,full_text_not_retrieved,not_retrieved,title_abstract_only,https://pubmed.ncbi.nlm.nih.gov/31626215/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0194,,exclude,not_assessed,secondary_review_commentary_or_guidance,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/38184342/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0195,S-10.2147/jmdh.s531709,include,include,included,retrieved_pmc,title_abstract_and_pmc_full_text,https://pmc.ncbi.nlm.nih.gov/articles/PMC12442815/,single-pass AI-assisted review; author sign-off pending,2026-09-12,potentially_eligible_primary_human_study
R0196,,exclude,not_assessed,protocol_or_planned_study_without_results,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/37993169/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0197,,include,uncertain,full_text_not_retrieved,not_retrieved,title_abstract_only,https://pubmed.ncbi.nlm.nih.gov/40073452/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0198,S-10.3389/fnins.2019.00437,include,include,included,retrieved_pmc,title_abstract_and_pmc_full_text,https://pmc.ncbi.nlm.nih.gov/articles/PMC6513974/,single-pass AI-assisted review; author sign-off pending,2026-09-12,potentially_eligible_primary_human_study
R0199,,exclude,not_assessed,secondary_review_commentary_or_guidance,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/33318354/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0200,S-10.1136/rapm-2024-105346,include,include,included,retrieved_pmc,pmc_full_text_and_curated_evidence_map,https://pmc.ncbi.nlm.nih.gov/articles/PMC12015077/,single-pass AI-assisted review; author sign-off pending,2026-09-12,previously_curated_eligible_primary_study
R0201,S-10.1038/s41593-023-01338-z,include,include,included,retrieved_pmc,pmc_full_text_and_curated_evidence_map,https://pmc.ncbi.nlm.nih.gov/articles/PMC10330878/,single-pass AI-assisted review; author sign-off pending,2026-09-12,previously_curated_eligible_primary_study
R0202,,exclude,not_assessed,secondary_review_commentary_or_guidance,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/32322387/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0203,,exclude,not_assessed,secondary_review_commentary_or_guidance,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/32382799/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0204,,exclude,not_assessed,secondary_review_commentary_or_guidance,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/39086767/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0205,,include,exclude,face_tracking_evaluation_without_pain_target,retrieved_pmc,pmc_full_text,https://pmc.ncbi.nlm.nih.gov/articles/PMC8972989/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0206,,exclude,not_assessed,non_human_population,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/38062194/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0207,,exclude,not_assessed,no_biomedical_behavioral_neural_or_scs_signal,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/38458198/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0208,,exclude,not_assessed,secondary_review_commentary_or_guidance,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/35547946/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0209,,uncertain,uncertain,full_text_not_retrieved,not_retrieved,title_abstract_only,https://pubmed.ncbi.nlm.nih.gov/39146173/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0210,,exclude,not_assessed,general_ai_bias_article_without_pain_experiment,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/39490365/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0211,,exclude,not_assessed,quality_of_life_analysis_without_signal_pattern_model,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/32940398/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0212,,include,uncertain,full_text_not_retrieved,not_retrieved,title_abstract_only,https://pubmed.ncbi.nlm.nih.gov/32910099/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0213,,exclude,not_assessed,secondary_review_commentary_or_guidance,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/42268377/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0214,,exclude,not_assessed,genetics_database_without_biomedical_signal_model,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/29300278/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0215,,include,uncertain,full_text_not_retrieved,not_retrieved,title_abstract_only,https://pubmed.ncbi.nlm.nih.gov/38184347/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0216,,include,uncertain,full_text_not_retrieved,not_retrieved,title_abstract_only,https://pubmed.ncbi.nlm.nih.gov/33019243/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0217,S-10.3390/bioengineering9120804,include,include,included,retrieved_pmc,title_abstract_and_pmc_full_text,https://pmc.ncbi.nlm.nih.gov/articles/PMC9774603/,single-pass AI-assisted review; author sign-off pending,2026-09-12,potentially_eligible_primary_human_study
R0218,,include,uncertain,full_text_not_retrieved,not_retrieved,title_abstract_only,https://pubmed.ncbi.nlm.nih.gov/36437161/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0219,,include,uncertain,full_text_not_retrieved,not_retrieved,title_abstract_only,https://pubmed.ncbi.nlm.nih.gov/39094810/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0220,S-10.2196/36998,include,include,included,retrieved_pmc,title_abstract_and_pmc_full_text,https://pmc.ncbi.nlm.nih.gov/articles/PMC9264122/,single-pass AI-assisted review; author sign-off pending,2026-09-12,potentially_eligible_primary_human_study
R0221,S-10.1016/j.smhl.2018.01.002,include,include,included,retrieved_pmc,title_abstract_and_pmc_full_text,https://pmc.ncbi.nlm.nih.gov/articles/PMC6428053/,single-pass AI-assisted review; author sign-off pending,2026-09-12,potentially_eligible_primary_human_study
R0222,,exclude,not_assessed,secondary_review_commentary_or_guidance,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/35603938/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0223,,exclude,not_assessed,secondary_review_commentary_or_guidance,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/38430433/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0224,S-10.1016/j.dib.2026.113141,include,include,included,retrieved_pmc,title_abstract_and_pmc_full_text,https://pmc.ncbi.nlm.nih.gov/articles/PMC13519607/,single-pass AI-assisted review; author sign-off pending,2026-09-12,potentially_eligible_scs_or_dataset_study
R0225,,include,uncertain,full_text_not_retrieved,not_retrieved,title_abstract_only,https://pubmed.ncbi.nlm.nih.gov/41843272/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0226,,include,uncertain,full_text_not_retrieved,not_retrieved,title_abstract_only,https://pubmed.ncbi.nlm.nih.gov/29105225/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0227,,include,uncertain,full_text_not_retrieved,not_retrieved,title_abstract_only,https://pubmed.ncbi.nlm.nih.gov/41381876/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0228,S-10.3390/s21123956,include,include,included,retrieved_pmc,pmc_full_text_and_curated_evidence_map,https://pmc.ncbi.nlm.nih.gov/articles/PMC8227650/,single-pass AI-assisted review; author sign-off pending,2026-09-12,previously_curated_eligible_primary_study
R0229,,exclude,not_assessed,secondary_review_commentary_or_guidance,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/35467563/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0230,S-10.1016/s1474-4422(19)30414-4,include,include,included,checked_curated_source,curated_evidence_map_and_available_report,https://doi.org/10.1016/s1474-4422(19)30414-4,single-pass AI-assisted review; author sign-off pending,2026-09-12,previously_curated_eligible_primary_study
R0231,S-10.1109/embc.2018.8513575,include,include,included,checked_curated_source,curated_evidence_map_and_available_report,https://doi.org/10.1109/embc.2018.8513575,single-pass AI-assisted review; author sign-off pending,2026-09-12,previously_curated_eligible_primary_study
R0232,S-10.1155/prm/5131891,include,include,included,retrieved_pmc,pmc_full_text_and_curated_evidence_map,https://pmc.ncbi.nlm.nih.gov/articles/PMC13108428/,single-pass AI-assisted review; author sign-off pending,2026-09-12,previously_curated_eligible_primary_study
R0233,S-10.1097/j.pain.0000000000001417,include,include,included,retrieved_pmc,title_abstract_and_pmc_full_text,https://pmc.ncbi.nlm.nih.gov/articles/PMC6377310/,single-pass AI-assisted review; author sign-off pending,2026-09-12,potentially_eligible_primary_human_study
R0234,S-10.1097/pr9.0000000000001332,uncertain,include,included,retrieved_pmc,title_abstract_and_pmc_full_text,https://pmc.ncbi.nlm.nih.gov/articles/PMC12443153/,single-pass AI-assisted review; author sign-off pending,2026-09-12,insufficient_population_or_experiment_information_in_record
R0235,,exclude,not_assessed,secondary_review_commentary_or_guidance,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/39523286/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0236,,exclude,not_assessed,secondary_narrative_review,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/37219574/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0237,,exclude,not_assessed,protocol_or_planned_study_without_results,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/30544420/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0238,S-10.1038/s41598-025-21987-3,include,include,included,retrieved_pmc,title_abstract_and_pmc_full_text,https://pmc.ncbi.nlm.nih.gov/articles/PMC12578783/,single-pass AI-assisted review; author sign-off pending,2026-09-12,potentially_eligible_primary_human_study
R0239,S-10.4097/kja.23583,include,include,included,retrieved_pmc,title_abstract_and_pmc_full_text,https://pmc.ncbi.nlm.nih.gov/articles/PMC10982524/,single-pass AI-assisted review; author sign-off pending,2026-09-12,potentially_eligible_primary_human_study
R0240,S-10.1038/s41598-025-92111-8,include,include,included,retrieved_pmc,pmc_full_text_and_curated_evidence_map,https://pmc.ncbi.nlm.nih.gov/articles/PMC11920397/,single-pass AI-assisted review; author sign-off pending,2026-09-12,previously_curated_eligible_primary_study
R0241,,include,uncertain,full_text_not_retrieved,not_retrieved,title_abstract_only,https://pubmed.ncbi.nlm.nih.gov/35384918/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0242,,include,uncertain,full_text_not_retrieved,not_retrieved,title_abstract_only,https://pubmed.ncbi.nlm.nih.gov/39254621/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0243,,exclude,not_assessed,no_pain_related_target,not_sought,title_abstract,https://doi.org/10.1109/TNSRE.2023.3335100,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0244,,exclude,not_assessed,secondary_review_commentary_or_guidance,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/32403963/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0245,S-10.1109/jstsp.2016.2535962,include,include,included,checked_curated_source,curated_evidence_map_and_available_report,https://doi.org/10.1109/jstsp.2016.2535962,single-pass AI-assisted review; author sign-off pending,2026-09-12,previously_curated_eligible_primary_study
R0246,,exclude,not_assessed,non_human_population,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/40766435/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0247,,include,uncertain,full_text_not_retrieved,not_retrieved,title_abstract_only,https://pubmed.ncbi.nlm.nih.gov/38220575/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0248,,exclude,not_assessed,secondary_review_commentary_or_guidance,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/42653377/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0249,S-10.1073/pnas.2319316121,include,include,included,retrieved_pmc,pmc_full_text_and_curated_evidence_map,https://pmc.ncbi.nlm.nih.gov/articles/PMC11459174/,single-pass AI-assisted review; author sign-off pending,2026-09-12,previously_curated_eligible_primary_study
R0250,S-10.1038/s41598-026-54248-y,include,include,included,retrieved_pmc,title_abstract_and_pmc_full_text,https://pmc.ncbi.nlm.nih.gov/articles/PMC13424116/,single-pass AI-assisted review; author sign-off pending,2026-09-12,potentially_eligible_primary_human_study
R0251,,include,uncertain,full_text_not_retrieved,not_retrieved,title_abstract_only,https://pubmed.ncbi.nlm.nih.gov/36085748/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0252,,exclude,not_assessed,secondary_review_commentary_or_guidance,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/34539444/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
